payload_size,abacos_publisher_time_stamp_ns,dds_publisher_time_stamp_ns,dds_subscriber_time_stamp_ns,abacos_subscriber_time_stamp_ns
100,62729976090329,62729976090371,62729976172496,62729976185954
100,62730232147121,62730232147121,62730232251913,62730232260163
100,62730488206330,62730488206371,62730488291288,62730488298955
